name,ring,quadrant,isNew,description
Firebase,Keep,Mobile,FALSE,"<p><strong>Firebase Platform</strong></p>

<p>Firebase is a powerful platform for Mobile Android, iOS and WebApps.</p>

<p>Firebase gives you functionality like analytics, databases, messaging and crash reporting so you can move quickly and focus on your users.
Firebase is built on Google infrastructure and scales automatically.</p>

<p>Firebase gives you many services such as:
analytics, Auth, Realtime database, Cloud Messaging, Storage, Crash reporting and more.</p>

<p>Using One Firebase Console to control the services and data is provided.
It is easy to use and set up by using Firebase SDK libraries.
Usually, in order to set up most of the services, there is a wide range of documentation and code examples.</p>

<p>What is new in firebase:
Cloud Firestore
Cloud Functions
Crashlytics</p>
"
Functional Programming,Keep,Backend,FALSE,"<p><strong>Functional Programming</strong> is a programming paradigm that becomes more popular in recent years, it has many benefits for even-driven architectures and other state/contexts handling/processing problems.</p>

<p><strong>Why?</strong>
Object oriented has dominated the market for a lot of years. As we move into the era of big data, we have the need for code that can be distributed on multiple processors or even machines. For this, we need a paradigm that limits the side effect, and this can be done beautifully with functional programming.</p>
"
Functional Programming,Keep,Frontend,FALSE,"<p><strong>Functional Programming</strong> is a programming paradigm that becomes more popular in recent years, it has many benefits for even-driven architectures and other state/contexts handling/processing problems.</p>

<p><strong>Why?</strong>
Object oriented has dominated the market for a lot of years. As we move into the era of big data, we have the need for code that can be distributed on multiple processors or even machines. For this, we need a paradigm that limits the side effect, and this can be done beautifully with functional programming.</p>
"
GDPR - Immutable data architecture,Keep,Backend,FALSE,"<p><strong>Consent</strong>
The conditions for consent have been strengthened, and companies are no longer able to use long illegible terms and conditions full of legalese. The request for consent must be given in an intelligible and easily accessible form, with the purpose of data processing attached to that consent. Consent must be clear and distinguishable from other matters and provided in an intelligible and easily accessible form, using clear and plain language. It must be as easy to withdraw consent as it is to give it.​</p>

<p><strong>The Problem</strong>
Certain technologies like blockchain and Kafka do not allow or are very difficult to remove old data from the system. Therefore we must deploy different types of data architects so that we can address the GDPR issues, such as encryption with an option of deleting the decryption key</p>

<p><strong>Why?</strong>
Due to laws of the GDPR, the proven methods of dealing the immutable data needs to be taken into consideration from day one of every project</p>
"
Gradle,Keep,DevOps,FALSE,"<p>Gradle is a build tool. Following a build-by-convention approach, Gradle allows for declaratively modeling your problem domain using a powerful and expressive domain-specific language (DSL) implemented in Groovy instead of XML. Because Gradle is a JVM native, it allows you to write custom logic in the language you’re most comfortable with, be it Java or Groovy. it too provides powerful dependency management.</p>

<p>Although still many more developers use Maven (~60%) Gradle is a powerful contender/ally which needs to be considered when making the decision on which build tool to use.</p>

<p>The Android Studio build system is based on Gradle, and the Android Gradle plugin adds several features that are specific to building Android apps.</p>
"
Gradle,Keep,Mobile,FALSE,"<p>Gradle is a build tool. Following a build-by-convention approach, Gradle allows for declaratively modeling your problem domain using a powerful and expressive domain-specific language (DSL) implemented in Groovy instead of XML. Because Gradle is a JVM native, it allows you to write custom logic in the language you’re most comfortable with, be it Java or Groovy. it too provides powerful dependency management.</p>

<p>Although still many more developers use Maven (~60%) Gradle is a powerful contender/ally which needs to be considered when making the decision on which build tool to use.</p>

<p>The Android Studio build system is based on Gradle, and the Android Gradle plugin adds several features that are specific to building Android apps.</p>
"
Grafana,Keep,DevOps,FALSE,"<p>Grafana’s motto is <strong>“The analytics platform for all your metrics”</strong>, in the past ~5 years or so Granfana has done just that, becoming a centralized hub of data processing and visualization. Grafana has a big Datasource variety supported, enabling processing and real-time visualization of time series data originating from many data sources simultaneously. From traditional databases such as MySql and Postgresql and to time series databases such as OpenTSDB, Graphite, Prometheus, Elasticsearch, and others.</p>

<p>Grafana also provides an <strong>extensible plugin interface</strong> adding the ability to enrich both visualizations with plugins or custom “data sources”.</p>

<p>The Suger Coating of Grafana is the Grafana community website, which maintains a centralized hub for hosting <em>plugins</em> and <em>dashboard</em> which the community can download &amp; manage via source control. 
In many cases, there is either a ready dashboard for your use case or at least a good starting point.</p>

<p>Grafana also supports an HA installation method, authentication [Basic/LDAP/OAuth/etc] &amp; authorization schemes and organization management.</p>

<p><a href=""https://grafana.com/"">Read more</a></p>
"
Groovy,Keep,DevOps,FALSE,"<p><strong>Apache Groovy</strong> is an object-oriented programming language for the Java platform. It is a dynamic language with features similar to those of Python, Ruby, Perl, and Smalltalk. It can be used as a scripting language for the Java Platform, is dynamically compiled to Java virtual machine (JVM) bytecode, and interoperates with other Java code and libraries. Groovy uses a Java-like curly-bracket syntax. Most Java code is also syntactically valid Groovy, although semantics may be different.</p>

<p>We use Groovy mostly for programming Jenkins-code (Jenkinsfile and Jenkins shared libraries) which are Groovy-based.</p>
"
HELM / Umbrella Chart,Keep,DevOps,FALSE,"<p><strong>Helm</strong>, short for Helm Charts which help manage Kubernetes applications — Helm Charts helps you define, install, and upgrade even the most complex Kubernetes applications.</p>

<p>Charts are easy to create, version, share, and publish. There are Helm Registry offerings from both Quay.io and Artifactory. HELM helps to manage Services, Deployment, Secrets and all parts related to Kubernetes ready applications.
 **Umbrella chart **, To install a complex application with helm
— There is something called umbrella chart 
Umbrella chart is a chart with dependency (requirements.yaml) on other charts.
and value.yaml (override charts values) 
To install umbrella-chart you run  “helm dep update” will download depended on chart , then “helm install” or “helm upgrade” will install the charts</p>

<p>The Umbrella pattern allows you to deploy assembly of multiple microservice has one version and use it as a kind of release to install in different datacenters.</p>
"
Ingress nginx,Keep,DevOps,FALSE,"<p>The NGINX controller is built around the Kubernetes Ingress resource that uses ConfigMaps to store the NGINX configuration.</p>

<p>NGINX is in the route path of many applications, which all vary in needs. From basic ones like routing (a.k.a proxying) and authentication to advanced services like load balancing SSL termination and integrations with other projects like cert-manager (Kube-lego) and many more.</p>

<p>NGINX started off as the faster Apache alternative and it seems to the most popular ingress used out there among our clientele, and gaining popularity due to its seamless integration with Kubernetes.</p>
"
Java,Keep,Backend,FALSE,"<p><strong>Robust, Age Proven, and Renewing</strong>
The Java language although being with us already for a long time is renewing itself. Starting from Java 9 we now see a new version of Java every 6 months. This means more features much faster. I still believe that using Java gives a very strict and obvious structure to the program which is sometimes lacking in other programming languages.</p>

<p><strong>Framework Support</strong>
The rise if Reactive Frameworks (Vert.x, Spring Reactor and others) and Micro frameworks (Spark Java, javalite, ligth4k) make java very versatile in its use and use cases. With the above-mentioned frameworks, we can now easily program reactive systems and microservices with a minimal footprint.
Java is always going with the Trends (although sometimes a bit behind) as we can see with Docker support in the JVM just recently.</p>

<p>The Java community is a huge community one which cannot be neglected.</p>

<p>We recommend using this language as it has one of the largest eco-systems of any language, a vibrant community and it is actively maintained. It is very versatile, easy to use and learn and fits many applications.</p>
"
Java,Keep,Mobile,FALSE,"<p><strong>Robust, Age Proven, and Renewing</strong>
The Java language although being with us already for a long time is renewing itself. Starting from Java 9 we now see a new version of Java every 6 months. This means more features much faster. I still believe that using Java gives a very strict and obvious structure to the program which is sometimes lacking in other programming languages.</p>

<p><strong>Framework Support</strong>
The rise if Reactive Frameworks (Vert.x, Spring Reactor and others) and Micro frameworks (Spark Java, javalite, ligth4k) make java very versatile in its use and use cases. With the above-mentioned frameworks, we can now easily program reactive systems and microservices with a minimal footprint.
Java is always going with the Trends (although sometimes a bit behind) as we can see with Docker support in the JVM just recently.</p>

<p>The Java community is a huge community one which cannot be neglected.</p>

<p>We recommend using this language as it has one of the largest eco-systems of any language, a vibrant community and it is actively maintained. It is very versatile, easy to use and learn and fits many applications.</p>
"
Jest,Keep,Frontend,FALSE,"<p>Jest has become a de-facto standard for testing in react and it is more and more adopted in other frameworks.</p>

<p>In relation to code structure and syntax, it is not different from jasmine.</p>

<p>This testing platform, we think, is going to serve us for years to come.</p>
"
Jupyter Notebook,Keep,Backend,FALSE,"<p>The Jupyter Notebook is an open-source web application that allows you to create and share documents that contain live code, equations, visualizations, and narrative text. Uses include: data cleaning and transformation, numerical simulation, statistical modeling, data visualization, machine learning, and much more
This tool serves as an IDE for the majority of data scientists. It is the inspiration for big web-based IDE projects such as Google DataLab and Apache Zeppelin.
As part of the polyglot effort in the Backend team and our route towards Machine Learning, this tool should be on our radar for daily uses.</p>
"
Kafka,Keep,Backend,FALSE,"<p><strong>Apache Kafka</strong> is a <em>distributed streaming platform</em>.</p>

<p>Kafka has three key capabilities:</p>

<ul>
  <li>Publish and subscribe to streams of records, similar to a message queue or enterprise messaging system.</li>
  <li>Store streams of records in a fault-tolerant durable way.</li>
  <li>Process streams of records as they occur.</li>
</ul>

<p>Kafka is generally used for two broad classes of applications:</p>

<ul>
  <li>Building real-time streaming data pipelines that reliably get data between systems or applications</li>
  <li>Building real-time streaming applications that transform or react to the streams of data</li>
</ul>

<p>A more comprehensive definition could be <a href=""https://kafka.apache.org/intro"">read here</a></p>

<p><strong>Why?</strong>
Kafka is a reliable tool to quickly ingest data and serve it forward, with the addition of tools such as KSQL and Kafka streams Kafka is becoming a more comprehensive platform for a data platform.</p>
"
Kafka Streams,Keep,Backend,FALSE,"<p><strong>Kafka Streams</strong> is a client library for building applications and microservices, where the input and output data are stored in Kafka clusters. It combines the simplicity of writing and deploying standard Java and Scala applications on the client-side with the benefits of Kafka’s server-side cluster technology.</p>

<p>The library allows developing stateful stream-processing applications that are scalable, elastic, and fully fault-tolerant. The main API is a stream-processing DSL that offers high-level operators like <em>filter</em>, <em>map</em>, <em>grouping</em>, <em>windowing</em>, <em>aggregation</em>, <em>joins</em> and the notion of tables</p>

<p>It will interesting to see how Kafka streams will compete in the spark and other streaming worlds</p>

<p><strong>Why?</strong>
As Kafka has become more mainstream and fairly standard in a lot of systems, the streaming and aggregation aspects of the system should be part of the same system, and not on another layer such as Spark.</p>
"
Kaggle,Keep,Backend,FALSE,"<p>Kaggle is a platform for one of the largest community of data scientists and machine learning engineers. On Kaggle you can find and investigate high-quality data sets, explore and build models with that data on web-based data science environment, connect and learn with other data scientists and machine learning engineers, and participate in enterprise awarding ML competitions.</p>

<p><strong>Why?</strong>
As Kaggle is a leading way to connect with the community, learn techniques, find data sets and models, and share our knowledge, we recommend keep using it as a source for all of this.</p>
"
Keras,Keep,Backend,FALSE,"<p>Keras is a high-level neural networks API, build on top of TensorFlow, Theano or CNTK engines. It aims at fast experimenting in various topologies of neural networks.
As opposed to the complicated API of TensorFlow, Keras is easy to understand, allowing a straight-forward code of neural network construction.
These characteristics make Keras a first choice library when building networks such as DNN, CNN, and RNN.</p>

<p><strong>Why?</strong>
Keras is here to stay. This library, its simplicity, and its power will continue to be an important tool for data scientists. Its importance is embodied in the fact that TensorFlow incorporated it as a first-class API.</p>
"
Keybase,Keep,DevOps,FALSE,"<p>Keybase has become for me one of the central tools, it enables me to securely correspond with my peers share files and even entire git repositories if needed.
One main benefit of using keybase is your very own hosted free pgp server so all your public certs are stored on keybase servers which means using pgp encryption and sharing encrypted data (even outside of keybase) has become a breeze. In addition, the keybase cli enables you to run clean code without worrying about storing sensitive data in it.</p>

<p>We are now checking how a ci bot user could be part of the keybase network which could potentially provide storing secure build artifacts that are discoverable only by users that follow that bot user (gpg wise).
With this ci capability signing git commits, decrypting secrets in build time has just become much faster.</p>

<p>The alternative solutions are much more expensive to operate not only in money … Managing servers for solutions such as Vault which of course could provide this type of solution in addition to other features of course. (and I also found a reference by hasicorp recommending th use of keybase for the initial password / cert of Vault).</p>
"
Kotlin,Keep,Mobile,FALSE,"<p><strong>Kotlin</strong> is a statically typed programming language that runs on JVM (Java Virtual Machine). Development leads Andrey Breslav has said that Kotlin is designed to be an industrial-strength object-oriented language, and a “better language” than Java, but still be fully interoperable with Java code, allowing companies to make a gradual migration from Java to Kotlin.</p>

<p>At Google I/O 2017, Google announced first-class support for Kotlin on Android. As of Android Studio 3.0 (October 2017), Kotlin is a fully supported programming language by Google on the Android Operating System and is directly included in the Android Studio 3.0 IDE package as an alternative to the standard Java compiler.</p>

<p>Kotlin is now an official language on Android. It’s expressive, concise, and powerful. Best of all, it’s interoperable with our existing Android languages and runtime.</p>

<p>Besides the stylistic advantages over Java, Kotlin has new and exciting features that are offering performance and stability improvements over Java code, such as Kotlin coroutines, Rx-like collection iteration modifiers, null-safety, operator overloading, etc.</p>
"
Kubernetes,Keep,Backend,FALSE,"<p><strong>Kubernetes</strong> is an open-source system for automating deployment, scaling and management of containerized applications in a cluster.</p>

<p><strong>Kubernetes</strong> uses a set of APIs and YAML/JSON based configuration language to define and maintain all aspects of containers running on a cluster. Including networking, service discovery, proxying and load balancing, horizontal and vertical scaling, security and more.
<strong>Kubernetes</strong> as a service is part of all major cloud providers offering and there are some projects that can deploy <strong>Kubernetes</strong> cluster automatically on almost every computing environment.
<strong>Kubernetes</strong> introduce the concept of a POD - a set of one or more containers that deployed as a single unit. (Same node, same namespace, and same network configuration) PODs can be thought of as lightweight servers constructs from container images.
PODs can be deployed using controllers that define the behavior of the POD in the cluster. Commonly used controllers are the ‘Deployment’ controller that defines a replica-set to make sure a given number of POD instances will be available at any moment of time. And ‘DaemonSet’ controller that deploys one POD per running worker node in the cluster.
Services, running as PODs can be exposed, internally to the cluster or externally to the world, via ‘Service’ configuration object that acts as a reverse proxy and simple load balancer that provide a single endpoint for the service.
All configuration objects (PODS, Controllers, Services, etc…) are loosely coupled via tags and selectors that make the infrastructure flexible and configurable.</p>
"
Kubernetes,Keep,DevOps,FALSE,"<p><strong>Kubernetes</strong> is an open-source system for automating deployment, scaling and management of containerized applications in a cluster.</p>

<p><strong>Kubernetes</strong> uses a set of APIs and YAML/JSON based configuration language to define and maintain all aspects of containers running on a cluster. Including networking, service discovery, proxying and load balancing, horizontal and vertical scaling, security and more.
<strong>Kubernetes</strong> as a service is part of all major cloud providers offering and there are some projects that can deploy <strong>Kubernetes</strong> cluster automatically on almost every computing environment.
<strong>Kubernetes</strong> introduce the concept of a POD - a set of one or more containers that deployed as a single unit. (Same node, same namespace, and same network configuration) PODs can be thought of as lightweight servers constructs from container images.
PODs can be deployed using controllers that define the behavior of the POD in the cluster. Commonly used controllers are the ‘Deployment’ controller that defines a replica-set to make sure a given number of POD instances will be available at any moment of time. And ‘DaemonSet’ controller that deploys one POD per running worker node in the cluster.
Services, running as PODs can be exposed, internally to the cluster or externally to the world, via ‘Service’ configuration object that acts as a reverse proxy and simple load balancer that provide a single endpoint for the service.
All configuration objects (PODS, Controllers, Services, etc…) are loosely coupled via tags and selectors that make the infrastructure flexible and configurable.</p>
"
Kubernetes Operator Pattern,Keep,DevOps,FALSE,"<p><strong><em>The Operator Pattern</em></strong>
A Kubernetes Operator is simply a domain specific controller that can manage, configure and automate the lifecycle of stateful applications. Managing stateful applications, such as databases, caches and monitoring systems running on Kubernetes is notoriously difficult. By leveraging the power of Kubernetes API we can now build self managing, self driving infrastructure by encoding operational knowledge and best practices directly into code. For instance, if a MySQL instance dies, we can use an Operator to react and take the appropriate action to bring the system back online.</p>
"
Managed Services Adoption,Keep,Backend,FALSE,"<p>Managed Services is a name for cloud-based systems that provide services and is managed automatically by cloud providers. For instance, when a company has a need for a service such as a Database, it can install and maintain it on its own or buy a service running and maintaining the database by a cloud provider. Such an example is a self-maintained MySQL versus RDS by Amazon or Cloud SQL by Google.</p>

<p>Such managed services save a lot of time and human resources both in the infrastructure initiation phase and during the maintenance period. It also provides higher SLA, as the managed services are usually backed by big trained teams and a well-proved highly maintained infrastructure.
The cost of such services is relatively high to a self-maintained solution, but there is a decrease in cost over the past several years. Also, using such services reduce the cost of human resources for the organization, so it is eventually a cost-effective solution.</p>

<p>The development teams around the world are required more and more to show experience in using such services. For instance, many job descriptions require specific cloud services experience such as AWS and GCP based tools. Being a managed service experienced developer increase the chance of getting hired these days.</p>
"
Microservice Architecture,Keep,Backend,FALSE,"<p>Apart from the old monolithic paradigm of software engineering, the Micro-Service-Architecture (MSA) or Service-Oriented-Architecture (SOA) orients software engineers to break apart their software design to different self-contained, independent services, maintained by small teams of no more than 4 engineers, on a rather small codebase.</p>

<p>This new approach makes it possible to design logic parts of the entire application as more generic services, for the future use of other clients.</p>

<p>For more info and best practices about MSA design, refer here:
https://12factor.net/</p>

<p><strong>Why?</strong>
MSA has long since become an industry-standard in writing complex applications as a bunch of simple services. This simple, language-agnostic coding gives organizations more agility and the ability to quickly deliver changes.</p>

"
Mobile Cross Platforms Frameworks,Keep,Mobile,FALSE,"<p>Flutter is Google’s cross-platform framework while React Native is also a cross-platform framework developed by Facebook.</p>

<p>Although React Native exists since 2015, Flutter was announced in May 2017 and officially released in December 2018 but already reached high popularity and starting to be a true alternative for React Native.</p>

<p>Flutter is an open-source project, developed and supported by Google and based on Dart programming language.
Dart compiles directly to platform native code and is an OO reactive event-driven modern language which makes it great for cross-platform programming.</p>

<p>React Native is based on the javascript programming language.</p>

<p>As it seems that Google designed Flutter to be the best mobile app development framework, while pushing Dart to be Flutter friendly programming language, It seems that the community is quickly adopting Flutter as an alternative cross-platform framework and there are already thousands of apps in production both for Android and IOS. On top of that, Flutter for Web was recently announced.</p>

<p>The question of which framework should be used is becomes more and more interesting while there are still pros and cons for each framework.</p>
"
Mobile Cross Platforms Frameworks,Keep,Frontend,FALSE,"<p>Flutter is Google’s cross-platform framework while React Native is also a cross-platform framework developed by Facebook.</p>

<p>Although React Native exists since 2015, Flutter was announced in May 2017 and officially released in December 2018 but already reached high popularity and starting to be a true alternative for React Native.</p>

<p>Flutter is an open-source project, developed and supported by Google and based on Dart programming language.
Dart compiles directly to platform native code and is an OO reactive event-driven modern language which makes it great for cross-platform programming.</p>

<p>React Native is based on the javascript programming language.</p>

<p>As it seems that Google designed Flutter to be the best mobile app development framework, while pushing Dart to be Flutter friendly programming language, It seems that the community is quickly adopting Flutter as an alternative cross-platform framework and there are already thousands of apps in production both for Android and IOS. On top of that, Flutter for Web was recently announced.</p>

<p>The question of which framework should be used is becomes more and more interesting while there are still pros and cons for each framework.</p>
"
Node.js,Keep,Backend,FALSE,"<p>As an asynchronous event-driven JavaScript runtime, Node.js is designed to build scalable network applications.
This is in contrast to today’s more common concurrency model, in which OS threads are employed. Thread-based networking is relatively inefficient and very difficult to use. Furthermore, users of Node.js are free from worries of dead-locking the process, since there are no locks. Almost no function in Node.js directly performs I/O, so the process never blocks. Because nothing blocks, scalable systems are very reasonable to develop in Node.js.</p>

<p>We use <strong>Nodej.s</strong> in DevOps -</p>
<ul>
  <li>Write small tools or in serverless framework, lambda tasks (gluing processes)</li>
  <li>But I wouldn’t say it’s the main language in “DevOps domain”</li>
</ul>
"
Node.js,Keep,DevOps,FALSE,"<p>As an asynchronous event-driven JavaScript runtime, Node.js is designed to build scalable network applications.
This is in contrast to today’s more common concurrency model, in which OS threads are employed. Thread-based networking is relatively inefficient and very difficult to use. Furthermore, users of Node.js are free from worries of dead-locking the process, since there are no locks. Almost no function in Node.js directly performs I/O, so the process never blocks. Because nothing blocks, scalable systems are very reasonable to develop in Node.js.</p>

<p>We use <strong>Nodej.s</strong> in DevOps -</p>
<ul>
  <li>Write small tools or in serverless framework, lambda tasks (gluing processes)</li>
  <li>But I wouldn’t say it’s the main language in “DevOps domain”</li>
</ul>
"
OpenJDK,Keep,Backend,FALSE,"<p>OpenJDK is an open-source implementation of the Java Standard Edition platform with a contribution from Oracle and open Java community. It is distributed under the GPL License. 
As of Java 11, Oracle has changed their license to a proprietary one. Usage of the Oracle JDK is not free anymore. 
OracleJDK and the OpenJDK are basically the same. More than that; both JDKs are built from the same source code and undergo the same rigorous tests and testing cycles. Previous commercial products which were solely in the Oracle JDK are now included in the Open JDK as well.
So fundamentally, both JDKs are the same, so why pay Oracle for their JDK if we can have the same JDK for free?</p>

<p>We recommend using this distro from version 11 on as it is the free version of Java.</p>
"
Pandas,Keep,Backend,FALSE,"<p>Pandas is a python software library for analysis and manipulation of data. It provides a plethora of mathematical and analytical tools around data. Today, it is one of the most popular data manipulation libraries in the world. It goes hand-in-hand with data science, AI and machine learning fields.</p>

<p>More and more companies and projects around the world are switching to Python to enjoy the benefits of this library. Along with NumPy, they are the leading software libraries in the data science world.
Gaining knowledge and experience in Pandas opens great opportunities in the current software industry.</p>
"
Parcel,Keep,Frontend,FALSE,"<p>Parcel is a web application bundler, differentiated by its developer experience. It offers blazing fast performance utilizing multicore processing, and requires zero configuration.</p>

<p>Parcel can take any type of file as an entry point, but an HTML or JavaScript file is a good place to start. If you link your main JavaScript file in the HTML using a relative path, Parcel will also process it for you, and replace the reference with a URL to the output file.</p>
"
Polyglot Programming,Keep,Backend,FALSE,"<p>Polyglot programming is the practice of writing code in multiple languages to capture additional functionality and efficiency not available in a single language. The use of domain-specific languages (DSLs) has become a standard practice for enterprise application development. For example, a mobile development team might employ Java, JavaScript and HTML5 to create a fully functional application. Other DSLs such as SQL (for data queries), XML (embedded configuration) and CSS (document formatting) are often built into enterprise applications as well. One developer may be proficient in multiple languages, or a team with varying language skills may work together to perform polyglot programming.</p>

<p><strong>Why?</strong>
With the architecture of micro-services and platforms such as GraalVM, it is becoming more and more rewarding to choose the right language for the right service.</p>
"
Polyglot Programming,Keep,DevOps,FALSE,"<p>Polyglot programming is the practice of writing code in multiple languages to capture additional functionality and efficiency not available in a single language. The use of domain-specific languages (DSLs) has become a standard practice for enterprise application development. For example, a mobile development team might employ Java, JavaScript and HTML5 to create a fully functional application. Other DSLs such as SQL (for data queries), XML (embedded configuration) and CSS (document formatting) are often built into enterprise applications as well. One developer may be proficient in multiple languages, or a team with varying language skills may work together to perform polyglot programming.</p>

<p><strong>Why?</strong>
With the architecture of micro-services and platforms such as GraalVM, it is becoming more and more rewarding to choose the right language for the right service.</p>
"
Prettier,Keep,Frontend,FALSE,"<p><strong>What is it?</strong>
Prettier is an opinionated code formatter. It enforces a consistent style by parsing your code and re-printing it with its own rules.</p>

<p><strong>Why does it matter?</strong>
Having a code “style guide” is very valuable for a project, it minimizes friction between developers that can arise from different coding styles and it helps to focus on the code instead of focusing on formatting.</p>

<p><strong>How does it work?</strong>
Maintaining a codebase that is readable for everyone is not an easy task without automating the formatting process.
Prettier is an automatic code formatter that comes preconfigured with “best practice” and standard rules that can be overridden via a configuration file.</p>

<p><strong>When to use it?</strong>
In any project! developed by the people that built React and react-Native and used by a lot of major projects - Prettier is a must have in any project.</p>
"
Prometheus,Keep,DevOps,FALSE,"<p><strong>Prometheus</strong> is an open-source system monitoring and alerting <em>toolkit</em> originally built at SoundCloud. Prometheus uses a pull model to scrape endpoint which exposes metric data in form of HTTP/s via standardized exporters such as JMX, MySql, advisor, and node_exporter or via Prometheus client libraries implementations within common frameworks and SW languages.</p>

<p><strong>Prometheus consists of a centralized server (written in <a href=""https://golang.org/"">go</a>) which implements:</strong></p>
<ol>
  <li>A <strong>time series</strong> database,</li>
  <li>An endpoint collection mechanism based on common service discovery providers varying from <em>all common cloud provider API’s</em>, service discovery services such as etcd / consul and of course docker and Kubernetes and even more</li>
  <li>A web interface that also provides the <strong>PromQL</strong> interface for the time series data queries.</li>
</ol>

<p><strong>Additional (Optional) components:</strong></p>

<ol>
  <li>push gateway - a server which provides monitoring capabilities for short-term/stateless services to push metrics (over the default pull method)</li>
  <li>node-exporter - the official <em>os level metric exporter</em></li>
  <li>JMX exporter - java application monitoring + common JVM related metrics</li>
  <li>Client libraries for all common languages nodejs, go, java, python …</li>
  <li>many many more</li>
</ol>

<p>Prometheus is part of CNF and the most common monitor framework in Kubernetes world.</p>
"
Python,Keep,Backend,FALSE,"<p><strong>Python</strong> is a powerful high-level, interpreted, open-source, object-oriented programming language, portable, extensible and embeddable with simple syntax and large standard libraries to solve common tasks.
Python is a general-purpose language. It has a wide range of applications from Web development (like Django and Bottle), scientific and mathematical computing (Orange, SymPy, NumPy) to desktop graphical user Interfaces (Pygame, Panda3D).</p>

<p>This language is one of the tops used languages today and its benefits are well known, especially in the data engineering industry and AI. We suggest you keep using this language for its intended purposes</p>
"
Python,Keep,DevOps,FALSE,"<p><strong>Python</strong> is a powerful high-level, interpreted, open-source, object-oriented programming language, portable, extensible and embeddable with simple syntax and large standard libraries to solve common tasks.
Python is a general-purpose language. It has a wide range of applications from Web development (like Django and Bottle), scientific and mathematical computing (Orange, SymPy, NumPy) to desktop graphical user Interfaces (Pygame, Panda3D).</p>

<p>This language is one of the tops used languages today and its benefits are well known, especially in the data engineering industry and AI. We suggest you keep using this language for its intended purposes</p>
"
Python Tornado,Keep,Backend,FALSE,"<p>Tornado is a Python web application framework, asynchronous networking library. It has a scalable, non-blocking web server</p>

<p>Tornado is an open source tool with 18.5K GitHub stars and 5.1K GitHub forks</p>

<p>Tornado is noted for its high performance. Its design enables handling a large number of concurrent connections (i.e., tries to solve the “C10k problem”).</p>

<p>Documentation is clear and easy-to-read
Tornado has out-of-the-box WebSockets support, authentication (e.g. via Google), and security features (like cookie signing or XSRF protection)
Another advantage of Tornado is its native support for social services.</p>

<p>Tornado is integrated with the standard library asyncio module and shares the same event loop (by default since Tornado 5.0). In general, libraries designed for use with asyncio can be mixed freely with Tornado.</p>

<p>We recommend Tornado because of it very good for long polling, WebSockets, and other applications that require a long-lived connection to each user. 
If you want to write something with Django or Flask, but if you need a better performance, you can opt for Tornado.</p>
"
React,Keep,Frontend,FALSE,"<p><strong>React</strong> is old news, but still, it keeps changing and improving.
React 16 has many improvements and features which worth to track.</p>

<p>Among the changes are some long-standing feature requests, including fragments, error boundaries, portals, support for custom DOM attributes, improved server-side rendering, and reduced file size.</p>
"
React Native,Keep,Frontend,FALSE,"<p><strong>React Native - building native apps with React.</strong></p>

<p>React Native is the first and most popular paradigm for building native apps with JS. 
these are not the weak PhoneGap like web apps but real native applications, with real native-like performance.</p>

<p>RN is not dependent on any vendor in order to support new native features,
it is in sync with the native OS components and is partly what makes it is so strong.</p>

<p>It is also relatively easy to pick up, especially if you worked with React Web before.</p>

<p>it has a vivid community with many users and contributors.</p>

<p>this technology really bridges frontend and mobile in the best way I know of to date.</p>

<p>lastly, RN is used in React VR/AR.</p>
"
React Native,Keep,Mobile,FALSE,"<p><strong>React Native - building native apps with React.</strong></p>

<p>React Native is the first and most popular paradigm for building native apps with JS. 
these are not the weak PhoneGap like web apps but real native applications, with real native-like performance.</p>

<p>RN is not dependent on any vendor in order to support new native features,
it is in sync with the native OS components and is partly what makes it is so strong.</p>

<p>It is also relatively easy to pick up, especially if you worked with React Web before.</p>

<p>it has a vivid community with many users and contributors.</p>

<p>this technology really bridges frontend and mobile in the best way I know of to date.</p>

<p>lastly, RN is used in React VR/AR.</p>
"
Reactive Programming,Keep,Backend,FALSE,"<p><strong>Reactive Programming</strong> is a paradigm that changes the direction of the flow. Instead of creating threads and blocking for communications, we create pipelines where data is pass through and each layer can react to the data received. The indirection changes the code flow from blocked to async.</p>

<p>Over time the reactive extensions have become a standard for adding higher level functionality on the stream of data while being agnostic to the data itself.
The extensions are based on the observable pattern and allow for cancellation of the data process in stream</p>

<p><strong>Why?</strong>
Reactive programming has been around for a while but has only started to hit the mainstream. Most popular frameworks like vertx and spring have support for reactive programming. For those looking for performance, reactive programming is a must.</p>
"
Reactive Programming,Keep,Frontend,FALSE,"<p><strong>Reactive Programming</strong> is a paradigm that changes the direction of the flow. Instead of creating threads and blocking for communications, we create pipelines where data is pass through and each layer can react to the data received. The indirection changes the code flow from blocked to async.</p>

<p>Over time the reactive extensions have become a standard for adding higher level functionality on the stream of data while being agnostic to the data itself.
The extensions are based on the observable pattern and allow for cancellation of the data process in stream</p>

<p><strong>Why?</strong>
Reactive programming has been around for a while but has only started to hit the mainstream. Most popular frameworks like vertx and spring have support for reactive programming. For those looking for performance, reactive programming is a must.</p>
"
